FORMULARIO,,,DIGNIDAD,LISTA,PARTIDO,,,PROVINCIA,CIRCUNSCRIPCIÓN,NOMBRE,NOMBRE DE PAPELETA,ORDEN,RESOLUCIÓN,FECHA DE CALIFICACIÓN
34,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,NAPO                                              ,,LARA SARRIA ANNIKA ORFELINA,ANNIKA LARA SARRIA,2,JPEN-006-07-10-2020,10/7/20 0:00
35,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EL ORO                                            ,,VERA DOMINGUEZ FRANCISCO JAVIER,FRANCISCO VERA DOMINGUEZ,1,JPLE-JPEORO-001-10-2020,10/4/20 0:00
35,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EL ORO                                            ,,ARISTEGUIETA LOGROÑO MIRTHA STEPHANIE,MIRTHA ARISTEGUIETA LOGROÑO,2,JPLE-JPEORO-001-10-2020,10/4/20 0:00
35,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EL ORO                                            ,,ROMAN ZAMBRANO ROSA MALLERLY,ROSA ROMAN ZAMBRANO,4,JPLE-JPEORO-001-10-2020,10/4/20 0:00
35,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EL ORO                                            ,,ROMERO AÑAZCO WASHINGTON MANRIQUE,WASHINGTON ROMERO AÑAZCO,5,JPLE-JPEORO-001-10-2020,10/4/20 0:00
35,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EL ORO                                            ,,GUZMAN BARBOTO VICTOR VICENTE,VICTOR GUZMAN BARBOTO,3,JPLE-JPEORO-001-10-2020,10/4/20 0:00
37,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,PASTAZA                                           ,,MENA PERALTA TATIANA JUDITH,TATIANA MENA PERALTA,1,RESOLUCIÒN Nº004-JPEPZ-07-10-2020,10/11/20 21:30
37,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,PASTAZA                                           ,,CAMPAÑA TORRES FAVIAN VINICIO,FAVIAN CAMPAÑA TORRES,2,RESOLUCIÒN Nº004-JPEPZ-07-10-2020,10/11/20 21:30
38,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOJA                                              ,,SOTOMAYOR CELI MARIA SOLEDAD,MARIA SOTOMAYOR CELI,2,PLE-JPEL-0015-11-10-2020-ORD,10/11/20 0:00
38,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOJA                                              ,,ALVARADO SIGUENZA CRISTIAN FABRICIO,CRISTIAN ALVARADO SIGUENZA,3,PLE-JPEL-0015-11-10-2020-ORD,10/11/20 0:00
38,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOJA                                              ,,CALERO RODRIGUEZ MARIA DOMENICA,MARIA CALERO RODRIGUEZ,4,PLE-JPEL-0015-11-10-2020-ORD,10/11/20 0:00
38,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOJA                                              ,,MALDONADO ONTANEDA BYRON VINICIO,BYRON MALDONADO ONTANEDA,1,PLE-JPEL-0015-11-10-2020-ORD,10/11/20 0:00
39,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,SUCUMBIOS                                         ,,OÑA VISTIN CARLOS JULIO,CARLOS OÑA VISTIN,1,PLE-JPES-008-2020,10/4/20 17:00
39,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,SUCUMBIOS                                         ,,GUAÑA CHAVEZ LUIS FERNANDO,LUIS GUAÑA CHAVEZ,3,PLE-JPES-008-2020,10/4/20 17:00
39,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,SUCUMBIOS                                         ,,ALBAN MENDOZA KATTY NARCIZA,KATTY ALBAN MENDOZA,2,PLE-JPES-008-2020,10/4/20 17:00
43,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,CARCHI                                            ,,MARTINEZ PEREZ YACO MARLON,YACO MARTINEZ PEREZ,1,PLE-JPEC-7-08-10-2020,10/8/20 18:49
43,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,CARCHI                                            ,,BASTIDAS AUPAZ VINICIO JAVIER,VINICIO BASTIDAS AUPAZ,3,PLE-JPEC-7-08-10-2020,10/8/20 18:49
43,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,CARCHI                                            ,,SANTOS VASCO LAYLA ZALUA,LAYLA SANTOS VASCO,2,PLE-JPEC-7-08-10-2020,10/8/20 18:49
45,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,GALAPAGOS                                         ,,ROJAS CUENCA FREDY RAMIRO,FREDY ROJAS CUENCA,1,N°004-CNE-JPEG-07-10-2020,10/7/20 16:00
45,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,GALAPAGOS                                         ,,MORENO LARA JOSELYN MARIUXI,JOSELYN MORENO LARA,2,N°004-CNE-JPEG-07-10-2020,10/7/20 16:00
46,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOS RIOS                                          ,,BLUM BAQUEDANO GENESIS STEFANIA,GENESIS BLUM BAQUEDANO,2,CNE-JPELR-10-15-10-2020,10/15/20 21:45
46,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOS RIOS                                          ,,ALVARADO ESPINOZA ARTURO PATRICIO,ARTURO ALVARADO ESPINOZA,1,CNE-JPELR-10-15-10-2020,10/15/20 21:45
46,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOS RIOS                                          ,,SALTOS SOLORZANO ADRIANA MARIA,ADRIANA SALTOS SOLORZANO,6,CNE-JPELR-10-15-10-2020,10/15/20 21:45
46,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOS RIOS                                          ,,PARRA ZUÑIGA VIVIANA CONSUELO,VIVIANA PARRA ZUÑIGA,4,CNE-JPELR-10-15-10-2020,10/15/20 21:45
46,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOS RIOS                                          ,,JIMENEZ CADENA IGNACIO JOFFRE,IGNACIO JIMENEZ CADENA,5,CNE-JPELR-10-15-10-2020,10/15/20 21:45
46,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,LOS RIOS                                          ,,MORAN HINOSTROZA JULIO JAIR,JULIO MORAN HINOSTROZA,3,CNE-JPELR-10-15-10-2020,10/15/20 21:45
47,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,GALAPAGOS                                         ,,VASQUEZ LOPEZ ALLESON ROSSANA,ALLESON VASQUEZ,2,N°005-CNE-JPEG-09-10-2020,10/9/20 18:50
47,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,GALAPAGOS                                         ,,ZAPATA RUMIPAMBA PEDRO ANIBAL,PEDRO ZAPATA,1,N°005-CNE-JPEG-09-10-2020,10/9/20 18:50
48,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,IMBABURA                                          ,,IMBAQUINGO ANDINO LUIS ANIBAL,LUIS IMBAQUINGO,1, N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
48,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,IMBABURA                                          ,,ALMEIDA VALENZUELA DIANA PAMELA,DIANA ALMEIDA,4, N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
48,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,IMBABURA                                          ,,TERAN VACA CLAUDIO ANTONIO,ANTONIO TERAN,3, N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
48,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,IMBABURA                                          ,,CIFUENTES ESPINOSA ANA EULALIA,ANA CIFUENTES,2, N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
49,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOJA                                              ,,MONTAÑO ORTEGA GLENDA SOLEDAD,GLENDA MONTAÑO ORTEGA,2,PLE-JPEL-0011-08-10-2020,10/8/20 0:00
49,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOJA                                              ,,TORRES SIGCHO VICTOR OSWALDO,OSWALDO TORRES SIGCHO,3,PLE-JPEL-0011-08-10-2020,10/8/20 0:00
49,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOJA                                              ,,CORDOVA LOPEZ NILO HUMBERTO,NILO CORDOVA LOPEZ,1,PLE-JPEL-0011-08-10-2020,10/8/20 0:00
49,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOJA                                              ,,CUENCA ERAZO ANA CRISTINA,ANA CRISTINA CUENCA ERAZO,4,PLE-JPEL-0011-08-10-2020,10/8/20 0:00
50,,,ASAMBLEISTAS POR EL EXTERIOR,6,PARTIDO SOCIAL CRISTIANO,,,EE.UU CANADA                                      ,,BERMEO MONTERO GINA MARIA,GINA BERMEO,1,PLE-JEE-11-17-11-2020-P-IC ,9/29/20 0:00
50,,,ASAMBLEISTAS POR EL EXTERIOR,6,PARTIDO SOCIAL CRISTIANO,,,EE.UU CANADA                                      ,,GONZALEZ MIELES LUIS RODOLFO,LUIS GONZALEZ,2,PLE-JEE-11-17-11-2020-P-IC ,9/29/20 0:00
51,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,SANTA ELENA                                       ,,ALAVA JIMENEZ JOSE ANGEL,JOSE ALAVA JIMENEZ,2,CNE-JPESE-04-02-10-2020,10/2/20 0:00
51,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,SANTA ELENA                                       ,,ESPAÑA LEMA ALEJANDRA ISABEL,ALEJANDRA ESPAÑA LEMA,3,CNE-JPESE-04-02-10-2020,10/2/20 0:00
51,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,SANTA ELENA                                       ,,BARRETO JUEZ CATHERINE LINA,LINA BARRETO JUEZ,1,CNE-JPESE-04-02-10-2020,10/2/20 0:00
52,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,ORELLANA                                          ,,LAMAR MONTEZUMA KATHERINE DEYADIRA,KATHERINE LAMAR MONTEZUMA,2,PLE-JPEO-1-6-10-2020,10/7/20 17:26
52,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,ORELLANA                                          ,,GIRALDO VINCES GIMBERTHI MAXIMILIANO,MAXIMILIANO GIRALDO VINCES,1,PLE-JPEO-1-6-10-2020,10/7/20 17:26
53,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,WOLF MUÑOZ GABRIELA ELIZABETH,GABRIELA WOLF,4,CNE-JPEP-SP-04-21-10-2020,10/21/20 0:00
53,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,TENORIO VALENCIA ANDERSON,ANDERSON TENORIO,3,CNE-JPEP-SP-04-21-10-2020,10/21/20 0:00
53,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,MARIN ZUÑIGA SILVANA MERCEDES,SILVANA MARIN ZUÑIGA,2,CNE-JPEP-SP-04-21-10-2020,10/21/20 0:00
53,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,PEREZ SANCHEZ GONZALO ANTONIO,GONZALO PEREZ,1,CNE-JPEP-SP-04-21-10-2020,10/21/20 0:00
54,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,TUNGURAHUA                                        ,,GAVILANES SILVA FERNANDO RODRIGO,FERNANDO GAVILANES SILVA,1,JPET-PLE-009-03-10-2020,10/3/20 13:43
54,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,TUNGURAHUA                                        ,,PROAÑO QUIROZ DIEGO ALBERTO,DIEGO PROAÑO QUIROZ,3,JPET-PLE-009-03-10-2020,10/3/20 13:43
54,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,TUNGURAHUA                                        ,,SALAZAR PEREZ BRIGITTE ESTEFANIA,BRIGITTE SALAZAR PEREZ,4,JPET-PLE-009-03-10-2020,10/3/20 13:43
54,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,TUNGURAHUA                                        ,,BARROS PINEDA VANESSA CECILIA,VANESSA BARROS PINEDA,2,JPET-PLE-009-03-10-2020,10/3/20 13:43
59,,,PRESIDENTE Y VICEPRESIDENTE,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,PEÑA PACHECO XIMENA DEL ROCIO,PEÑA XIMENA PACHECO,1,PLE-CNE-53-15-10-2020,10/15/20 0:00
63,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,IMBABURA                                          ,,ITURRALDE PABLO HUGO,PABLO ITURRALDE,1,N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
63,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,IMBABURA                                          ,,CABRERA HERNANDEZ OLIVA ESMERALDA,ESMERALDA CABRERA,2,N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
63,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,IMBABURA                                          ,,PUENTE MERA MIRIAM DEL CARMEN,MIRIAM PUENTE,4,N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
63,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,IMBABURA                                          ,,LEMA PATIÑO PABLO ANDRES,PABLO LEMA,3,N°0009-PLE-JPEIMBABURA-11-10-2020,10/11/20 0:00
64,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,BASANTES ARGUELLO ZHABDY YADIRA,YADIRA BASANTES,1,CNE-JPEP-SP-07-21-10-2020,10/21/20 0:00
64,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,OSORIO ZALDUMBIDE ADRIANA DEL CARMEN,ADRIANA OSORIO,3,CNE-JPEP-SP-07-21-10-2020,10/21/20 0:00
64,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,CONSTANTE YUGCHA EDGAR JAVIER,EDGAR CONSTANTE,2,CNE-JPEP-SP-07-21-10-2020,10/21/20 0:00
65,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,PAZMIÑO PAZMIÑO MARINA ESTHELA,MARINA PAZMIÑO,2,CNE-JPEP-SP-05-21-10-2020,10/21/20 0:00
65,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,ORDOÑEZ SIGCHA GIOVANNY FRANCISCO,GIOVANNY ORDOÑEZ,3,CNE-JPEP-SP-05-21-10-2020,10/21/20 0:00
65,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,OÑATE MACHUCA ERIC ANDRE,ERIC OÑATE,5,CNE-JPEP-SP-05-21-10-2020,10/21/20 0:00
65,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,LOPEZ MOREIRA EMILY STEFFANIA,EMILY LOPEZ,4,CNE-JPEP-SP-05-21-10-2020,10/21/20 0:00
65,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,GARCIA ZUMARRAGA ANGEL RENATO,RENATO GARCIA,1,CNE-JPEP-SP-05-21-10-2020,10/21/20 0:00
66,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,COTOPAXI                                          ,,SANCHEZ TOAPANTA LUIS ANGEL,LUIS SANCHEZ TOAPANTA,3,PLE-JPECX-2-9-10-2020,10/9/20 18:27
66,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,COTOPAXI                                          ,,ARROYO RUIZ ANDREA LILIANA,ANDREA ARROYO RUIZ,2,PLE-JPECX-2-9-10-2020,10/9/20 18:27
66,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,COTOPAXI                                          ,,CORONEL PAEZ OSWALDO MARCELO,OSWALDO CORONEL PAEZ,1,PLE-JPECX-2-9-10-2020,10/9/20 18:27
66,,,ASAMBLEISTAS PROVINCIALES,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,COTOPAXI                                          ,,TOAQUIZA TOAQUIZA MARIA LUCIA,LUCIA TOAQUIZA TOAQUIZA,4,PLE-JPECX-2-9-10-2020,10/9/20 18:27
67,,,ASAMBLEISTAS POR EL EXTERIOR,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EE.UU CANADA                                      ,,OÑATE TROYA ADRIANA LILIBETH,ADRIANA OÑATE TROYA,2,PLE-JEE-2-17-11-2020-P-IC ,9/29/20 0:00
67,,,ASAMBLEISTAS POR EL EXTERIOR,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EE.UU CANADA                                      ,,SUQUILANDA VALDIVIESO BYRON VINICIO,BYRON SUQUILANDA VALDIVIESO,1,PLE-JEE-2-17-11-2020-P-IC ,9/29/20 0:00
68,,,ASAMBLEISTAS POR EL EXTERIOR,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EUROPA ASIA Y OCEANIA                             ,,FUENTES MORAN ELVA IRENE,ELVA FUENTES MORAN,2,PLE-JEE-1-19-11-2020-P-IC ,9/29/20 0:00
68,,,ASAMBLEISTAS POR EL EXTERIOR,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,EUROPA ASIA Y OCEANIA                             ,,MACIAS ZAMBRANO MANUEL EDMUNDO,MANUEL MACIAS ZAMBRANO,1,PLE-JEE-1-19-11-2020-P-IC ,9/29/20 0:00
69,,,ASAMBLEISTAS POR EL EXTERIOR,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,AMERICA LATINA EL CARIBE Y AFRICA                 ,,SAGUAY NIETO MIRTHA CAROLA,CAROLA SAGUAY NIETO,2,PLE-JEE-1-17-11-2020-P-IC ,9/29/20 0:00
69,,,ASAMBLEISTAS POR EL EXTERIOR,21,"MOVIMIENTO CREO, CREANDO OPORTUNIDADES",,,AMERICA LATINA EL CARIBE Y AFRICA                 ,,FLORES ARROYO JUAN FERNANDO,JUAN FERNANDO FLORES,1,PLE-JEE-1-17-11-2020-P-IC ,9/29/20 0:00
70,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,TINILLO ORTIZ IVAN PATRICIO,IVAN TINILLO,1,CNE-JPEP-SP-06-21-10-2020,10/21/20 0:00
70,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,VACA GALLARDO JORGE LUIS,JORGE LUIS VACA,3,CNE-JPEP-SP-06-21-10-2020,10/21/20 0:00
70,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,BERMUDEZ DE LA TORRE MONICA LIZETH,MONICA BERMUDEZ,4,CNE-JPEP-SP-06-21-10-2020,10/21/20 0:00
70,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,CARLOSAMA CASTRO ADRIANA ELIZABETH,ADRIANA CARLOSAMA,2,CNE-JPEP-SP-06-21-10-2020,10/21/20 0:00
71,,,ASAMBLEISTAS POR EL EXTERIOR,2,PARTIDO UNIDAD POPULAR,,,EUROPA ASIA Y OCEANIA                             ,,CALAPAQUI TAPIA KARLA CRISTINA,KARLA CALAPAQUI,1,PLE-JEE4-19-11-2020-P-IC ,9/29/20 0:00
71,,,ASAMBLEISTAS POR EL EXTERIOR,2,PARTIDO UNIDAD POPULAR,,,EUROPA ASIA Y OCEANIA                             ,,RODRIGUEZ CISNEROS CARLOS GUILLERMO,CARLOS RODRIGUEZ CISNEROS,2,PLE-JEE4-19-11-2020-P-IC ,9/29/20 0:00
72,,,PRESIDENTE Y VICEPRESIDENTE,16,"MOVIMIENTO AMIGO, ACCIÓN MOVILIZADORA INDEPENDIENTE GENERANDO OPORTUNIDADES",,,ECUADOR                                           ,,FREILE VALLEJO PEDRO JOSE,PEDRO JOSE FREILE,1,PLE-CNE-19-9-10-2020,10/9/20 0:00
73,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,STO DGO TSACHILAS                                 ,,MOREIRA ZAMBRANO MARIELA MONSERRATE,MARIELA MOREIRA,2,JPE-CNE-SDT-14-12-10-2020,10/12/20 18:00
73,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,STO DGO TSACHILAS                                 ,,OCHOA MORANTE MANUEL ALFREDO,MANUEL OCHOA,1,JPE-CNE-SDT-14-12-10-2020,10/12/20 18:00
73,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,STO DGO TSACHILAS                                 ,,MOREIRA MOROCHO MARGARETH MASIEL,MARGARETH MOREIRA,4,JPE-CNE-SDT-14-12-10-2020,10/12/20 18:00
73,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,STO DGO TSACHILAS                                 ,,ARIAS JARA LUIS ANGEL,LUIS ANGEL ARIAS,3,JPE-CNE-SDT-14-12-10-2020,10/12/20 18:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,MARIN AGUIRRE ANA BELEN,ANA BELEN MARIN AGUIRRE,2,PLE-CNE-73-23-10-2020,10/23/20 0:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,LOMBEYDA BELTRAN BLANCA VIVIANA,BLANCA VIVIANA LOMBEYDA,8,PLE-CNE-73-23-10-2020,10/23/20 0:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,DE LA ROSA CRUZ GILBERTO,GILBERTO DE LA ROSA CRUZ,3,PLE-CNE-73-23-10-2020,10/23/20 0:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,MARQUEZ CORDOVA JORGE ERNESTO,JORGE ERNESTO MARQUEZ CORDOVA,5,PLE-CNE-73-23-10-2020,10/23/20 0:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,ITURRALDE ENCALADA DANIELA ALEXANDRA,DANIELA ITURRALDE ENCALADA,4,PLE-CNE-73-23-10-2020,10/23/20 0:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,GUACHAMBO MORAN ZOILA MERCEDES,ZOILA MERCEDES GUACHAMBO,10,PLE-CNE-73-23-10-2020,10/23/20 0:00
75,,,ASAMBLEISTAS NACIONALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,ECUADOR                                           ,,VILLALOBOS GUERRERO LILIANA MARGARITA,LILIANA MARGARITA VILLALOBOS,14,PLE-CNE-73-23-10-2020,10/23/20 0:00
